glassdoor (1)
review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
5.0,27 Feb 2017,General,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW13956102.htm,Officer,Former employee,Good Working Atmosphere.Nice relationships among the Staff Members.Good Bank in the Market.This was the position when we joined Bank in 1984,By the time we completed service of 30+years the expectation was not working but marketing which we were not habitualised.Unnecessary embarrassed by the hierarchical authorities.Entire relationship was commercialized.Unsatisfactory working atmosphere,Show more,Bengaluru,,
2.0,8 Feb 2020,Not at all transparent,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW31752771.htm,Officer,"Current employee, more than 3 years","PSB, Job Security, Interaction with people from all walks of life","Poor Infrastructure, Bad management at Circle level, Favours women employee all the time, Male employees are treated very badly, Poor work life balance, Very long procedure of small things, poor and slow decision making at executive level",Show more,New Delhi,,
3.0,29 Apr 2021,Manager Scale II Salary after 2 years in Scale II,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW46244992.htm,Anonymous employee,"Current employee, more than 5 years","As after Merger it has been proposed that only 4 major bank will retain the status of Public Sector Bank, Canara Bank is in that list by securing 4th largest PSB in India. 
Until further tsunami in Banking sector you are safe..","Transferable Job there is no guarantee to complete the assigned term, shuffiling can be done any day.",Show more,Chandigarh,,
5.0,22 Jun 2012,canara bank  is a bank of poor people,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1632428.htm,Manager,"Current employee, more than 10 years",accounting system is nice bank is maintains double accounting system culture of bank is very good positive attitude of the bank staff,new recruits are not loyal to the institutions as they want fast money and only taking experience they just jump to other jobs because packages,Show more,Mumbai,,
5.0,7 Jan 2021,I  retired as AGM from CANARA BANK. I worked as Regional Head of Durgapur Region,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW40234278.htm,Banking,Former employee,"Vast experience in banking  , micro finance, retail, risk management, recovery etc","Involving employees  whole heartedly, for business fevelopmeny",Show more,Calcutta,,
4.0,27 Jan 2013,Sense of belonging is high.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2318248.htm,Manager,"Former employee, more than 10 years",Beginning was good. HRD was practiced rather than preached. Good Manuals for working. People were considerate.,As the time passed the HRD practice was minimised. More and more was being talked on this. People became less accessable. Nepotism increased. Sense of belonging among the rank and file declined.,Show more,Mumbai,,
4.0,31 Jan 2019,Credit Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW24485762.htm,Credit officer,"Former employee, more than 3 years","Best Human Resource policies among Nationalized Banks 
Large network of Branches
Adequate training mechanism for learning Banking traits.","Staff Shortage in Branches
Transfer policy is not transparent",Show more,"Dhūri, Punjab",,
4.0,28 Jul 2012,Very Nice time tested procedures and policies,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1783915.htm,Anonymous employee,"Current employee, more than 10 years","Nice Career Path
Good promotional avenues
Time tested systems and procedures
Those who work will good recognition
Good HRD activities
Many advanced latest techno products","Average age group is high
Little bit conservative
Not much of publicity
First in implementing the schemes
Lack of experienced counter staff",Show more,"Salem, Tamil Nadu",,
5.0,13 Jun 2020,I have been working at CANARA BANK full-time for less than a year,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW33679404.htm,Officer,"Current employee, less than 1 year","Staff is very friendly, the profile of the job mandates you to work both in the office and in the field too, and at the same time provides you a chance to build good business relationship with customers.","Since it is public sector organization, promotion system is rigid.",Show more,"Rājkot, Gujarat",,
5.0,8 Dec 2018,great place to work.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW23755169.htm,Assistant branch manager,"Current employee, more than 1 year","- Good and united environment.
-Being a PSU Bank its work experience counts a lot in entire banking sector.
-Good salary and benefits.",Not many just working hours is not and of course cant be fixed for officers in not only this but in any other bank too.,Show more,Cochin,,
4.0,8 Apr 2021,STAFF SHORTAGE AND LOW FACILITIES,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45216003.htm,Officer,Current employee,"Govt Job..Good Experience..learn more from job
GOOD SALARY GOOD TRANSFER POLICY","Hectic work
Staff Shortage
Accountability Examining
Inspite of how sincere we work will hear bad comments and problems from customers due to staff shortage and other factors by the management",Show more,Udupi,,
4.0,17 Oct 2014,Plenty of opportunities to grow,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW5189024.htm,Senior manager,"Former employee, more than 10 years",I happen to meet many nice people here.. Job satisfaction is great,Too much internal politics - The higher ups have to learn to motivate people not to demotivate.,Show more,,,
5.0,17 Jan 2016,Most trusted Brand,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW9223463.htm,Officer,"Current employee, more than 3 years",I am wokring in Canara Bank since 2013. my customer always talking good about My Bank... so I am also happy to watch there long lasting smile \\(^_^)//,taking time to decision making but much quicker than other nationalise bank.,Show more,"Nāgpur, Maharashtra",,
2.0,30 Jul 2019,Pathetic Work Culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW28328404.htm,Assistant branch manager,"Former employee, more than 1 year","Learning opportunity, A few perks","Depending on Circle, work culture varies. Still less accountability among most people and poor work culture is bringing the organisation down. Archaic promotion policy and oblique transfer policies. Poor work-life balance.",Show more,Burdwan,,
1.0,16 Apr 2015,No so great. lot of ad hocism. no decided flow of work . poor concern about work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW6356505.htm,Manager,"Current employee, more than 1 year",Tag of public sector employee,"lesser learning opportunities.
poor pay vis-a-via work. specially for people working in  treasury, corporate credit and other key departments
lot of flattery and internal politics
poor working hours and work life imbalance
bureaucratized structures 
little independence to take decisions
not for creative people at all who like to improvise processes and implement their own ideas",Show more,,,
5.0,23 Jul 2017,1 year,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW16029070.htm,Sales executive,"Former employee, more than 1 year","It is near to my house, and it is matches to my time and it also matches to my qualifications",It is very good and better than others and in my last employee period it helps to me I am very proud to be a this employee,Show more,Dāvangere,,
3.0,3 Oct 2019,Just ok,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW29609976.htm,Officer scale i,"Current employee, more than 3 years",Government Job. Stable job. Time for family. Job security. Other benefits of PSU jobs.,No fixed timing. Long commutes. Promotions transfers are very political and require connections. Salary much lower than equivalent government and other PSU pays.,Show more,Patna Rural,,
2.0,19 Jan 2018,Worst company to work for,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW18823805.htm,Officer,"Current employee, more than 3 years","Satuday Sunday off
All Fixed pay - No variable pay","No growth-Neither company nor employee level
Meager Salary and increments
Strict and exhaustive work timings
No leisure time
No employee engagement and activities
Incompetent management - No experience of Capital Markets",Show more,Mumbai,,
4.0,23 Sept 2019,manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW29397071.htm,Anonymous employee,Current employee,Great work ethic n culture,Time management is not good,Show more,,,
5.0,28 Jul 2017,Wonderful institution,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW16123005.htm,Officer scale 1,"Former employee, more than 10 years",It is an absolutely disciplined institution with beautifully set procedures and systems.,I do not see any negative feature.,Show more,Bengaluru,,
3.0,21 Oct 2020,Canara Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW37459818.htm,Assistant manager,"Current employee, more than 3 years","Good work Ethics,Good learning,co operative staffs","Still need to improve technologically much,less allowances, HR Management not technologically equiped or upgraded to fast track its functioning.Lots of Branches are not well placed.",Show more,Murshidābād,,
5.0,12 Dec 2020,"one of leading profit making bank in india, having employee more than 50000",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW39419675.htm,Senior manager,Current employee,"Good track record continues profit making. Owned by government of India, having branches all over India",working here is transferable every 3 years,Show more,"Rājkot, Gujarat",,
5.0,6 Aug 2015,RAVISHANKAR MANAGER,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW7475910.htm,Ravishankar manager,Former employee,"It is a leading public sector bank in India. The culture of the Bank is excellent and they have disciplined way of functioning which I like most,",There is no down side in the bank. Only thing is that they have to go by the Government directions.,Show more,Chennai,,
1.0,21 May 2019,Probationary officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW26246989.htm,Anonymous employee,Former employee,"I cannot think of anything really! But in states like Kerala,AP etc, bank job is considered very safe and respected but this is a very misconstrued impression.","If you are a male, forget about working in your home state. You would be deployed in some remote village and the working atmosphere would be so pathetic that you would not even have proper toilet facilities. The 'office' may be some old dilapidated building with no natural air circulation leave alone air conditioning.",Show more,,,
3.0,2 Sept 2016,Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW11775800.htm,Officer,"Former employee, more than 3 years","job security , balanced work life","No growth development, every one is scaled at same positions despite of the skills and capability",Show more,Bengaluru,,
4.0,20 Mar 2017,Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW14256518.htm,Officer,"Former employee, more than 3 years","Very Nice People
If you have good relations with top management you grow quickly
There is no backbiting as such in corporates.","Old and Traditional System of Banking
Poor Work Culture
Learning Gets Limited
People simply sit to show that they work",Show more,Bengaluru,,
3.0,27 Nov 2018,Assistant Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW23583873.htm,Assistant manager,"Former employee, more than 3 years",Opportunities to grow; beneficial for individuals who are very committed to the work,"Benefits are lower compared to other banks, No work-life balance",Show more,Mangalore,,
4.0,27 Oct 2020,Overall Work Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW37680283.htm,Assistant manager,"Former employee, more than 3 years","Good Work Atmosphere, Not stressful unlike other PSUs, Cooperative Management",Mundane Work after a year,Show more,Hyderābād,,
3.0,16 Jun 2017,Neutral,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW15500021.htm,Officer,"Former employee, more than 5 years",Government job. no worry of recession. you Get to do some social work,Salary is not competitive. Weak Management. No proper distribution of salary. Some one on the same scale gets the same salary as you by working lesser than you,Show more,Bengaluru,,
3.0,5 May 2018,CAN BANK,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW20452094.htm,Banker,"Current employee, more than 5 years",I WANT TO GROM MORE AND MORE WITH MY TALENT,"IN INDIA THE BANKING IS RESTRICTED ,only loss making schemes are launched through banks at the end which led to loss.",Show more,Dehra Dūn,,
4.0,6 Jun 2021,A top notch bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW47950875.htm,Manager,Current employee,"1. Best customer service
2. Promt in implementation of Government initiatives","1. Staff shortage
2. Very less training and overall development
3. No defined working hours
4. Work and family life balance hampered",Show more,"Durgapur, West Bengal",,
4.0,29 Jul 2021,Overall good experience. No heavy workload.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW50467294.htm,Anonymous employee,"Former employee, more than 1 year",Flexible working hours. Time to prepare for other exams. Fresher friendly working environment. Fuel concession every month.,It was my first job so I couldn't compare. There was not much care given to side branches.,Show more,"Salem, Tamil Nadu",,
3.0,10 Jun 2012,Gain the Banking Knowledge without Compromising..,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1580790.htm,Marketing officer,"Current employee, less than 1 year","One of the oldest bank in India, good management structure, huge branch base, helping team members, fundamentally very strong in all aspects.","Technologically not too good, decision making centralized, Govt norms in every step.",Show more,"Nāgpur, Maharashtra",,
4.0,15 Apr 2021,Bank is good but there are lot of improvement in HR is required,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45559992.htm,Hr-officer,"Current employee, more than 3 years","Job security, various type of allowances other than salries","Work life balance, work pressure due to less staff",Show more,Bengaluru,,
5.0,18 Sept 2012,It is excellent to work with Canara Bank. You feel at Home.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1968592.htm,Anonymous employee,"Former employee, more than 10 years",Excellent Work Culture. Perfect Systems & Procedures. Best Customer Service. Best Industrial Relations.,Entered Market bit late. Improvements in technology.,Show more,Mumbai,,
3.0,21 Dec 2012,The Experience was marvellous,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2225336.htm,Senior manager,"Former employee, more than 10 years",Had an opportunity to work with many good senior leaders who have groomed me with good skills,At late because of man power shortage management is becoming rest less,Show more,Hyderābād,,
4.0,3 May 2019,Canara Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW25969545.htm,Anonymous employee,"Current employee, less than 1 year",Great working environment and good first experience. Customer service is among the best in PSB s . Transfer policy is also good. HRM is helpful,Tech support is very disappointing and frustrating. Link problem persists for even urban branch. Persistent server problem,Show more,Calcutta,,
4.0,13 Jun 2021,A great workplace to understand the grass root levels of people finance and their functions.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48294524.htm,Assistant manager,"Current employee, more than 1 year",Challenges overcome through smart working,Disadvantages turned to strength amidst chaos.,Show more,Gooty,,
3.0,3 Mar 2020,Good place to start working but not something one can do for a lifetime,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW32193255.htm,Probationary officer,"Current employee, more than 1 year","Stable job
Can learn a lot","Shortage of staff
Pressure from customer side as well as higher authorities
Chaotic work atmosphere",Show more,,,
4.0,26 Apr 2019,PUBLIC SECTOR  BANK,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW25859286.htm,Manager,"Former employee, more than 5 years",bigger bank south based with an excellent work culture.recently achieved a target of ten LAKH crore of business.,"need to be more organised in terms of technology
frequent transfers are painful..",Show more,New Delhi,,
3.0,21 Apr 2021,Credit,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45871800.htm,Manager,"Current employee, more than 5 years","Enabling people to achieve their life goals, House, Car, Business..",Work and Personal life balance is not there.,Show more,Bengaluru,,
5.0,25 May 2013,Together we can,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2679457.htm,"""jefe de organización, operaciones y mantenimiento""","Former employee, more than 10 years","Well defined Hr
Positobe approacj
Family cultere
Homely atmosphrre
Approach higher officials without any hindrance","Some disgruntled element
Want of prper knowledge and application
Negative attitude of few excutives who never deserve proThemotions",Show more,Mumbai,,
4.0,21 Jun 2021,Legal Experiance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48632661.htm,Manager (law),Current employee,"Working at Base Level with variety of Legal Cases which deals with NCLT, DRT, DISTRICT COURT, HIGH COURT including Civil and Criminal Cases",Being in Bank the main focus is recovert thus in Banking Legal is given less respect.,Show more,Lucknow,,
5.0,14 Mar 2021,Service oriented industry player,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW43971274.htm,Entretien cgm,"Former employee, more than 8 years",Takes care of the employees and empowers employees to perform,Customer service at the branches needs improvement in terms of understanding digital tech usage,Show more,Bengaluru,,
2.0,25 Oct 2021,Work Culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW54484467.htm,Branch manager,"Current employee, more than 8 years","No Pink Slips
Health insurance to Family
Easy Loans to employees with simple ROI","Transfers not transparent and takes toll on family life
Promotions not transparent
Lot of Politics
Region and caste feeling supreme
No differentiation between Performers and Non Performers",Show more,Bengaluru,,
1.0,11 Dec 2012,no where recognition for hard worker during 35 years,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2197685.htm,Any banking work,"Former employee, more than 10 years",from the dill retirement I Wasate of joining i was fully devoted to the institution.but no where recognition .this should not be with the Right person working in bank.,"domainancy by those who has link with executive.appraise by friend,working with ,superiors works with them,customers who praise service/petrson lastly target oriented",Show more,"Jaipur, Rajasthan",,
5.0,9 Oct 2014,great experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW5137196.htm,Cgm,"Former employee, more than 10 years","teamwork,organisational culture,strong foundation,family culture make it one of the best banks in India.Due to recent expansion of branches,there is good potential for rapid growth.",lack of career planning opportunities,Show more,Bengaluru,,
4.0,19 Jun 2017,Specialist Officer Finance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW15537154.htm,Assistant manager finance,"Former employee, more than 3 years",Best Knowledge Sharing; Best material documentation; Best work culture,Lack of incentives; Same pay for performers and non performers; Slow promotions,Show more,Hyderābād,,
5.0,9 Sept 2018,Government bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW22385336.htm,Anonymous employee,"Current employee, more than 8 years","Government of india undertaking, job security,good salary,many other opportunities.","Every institution has some good and bad sides.,from my point of view here is nothing special negetive side",Show more,Calcutta,,
4.0,9 Jun 2019,Good government job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW26554117.htm,Treasury manager,"Current employee, more than 3 years",Salary perks leaves work life balance,"Promotion, working culture, attitude of the staffs towards company, training,human resources utilisation, Union issues",Show more,Mumbai,,
3.0,7 Nov 2020,Psu bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW38107621.htm,Branch manager,"Current employee, more than 5 years","Career growth 
Fixed working hours 
Job security","HR policies are outdated and not given priority
Bank union leaders act as reformers talking to management on improvement of conditions.There is jo professional approach in updation by taking feedback from employees.",Show more,Cochin,,
4.0,7 Oct 2021,How can I get permanent job in canara bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW53668746.htm,Passbook printing,"Current temporary employee, more than 1 year",,,,,Better to get maximum experience and mysore satffs are very friendly also encouraging,"some people harsh with temporary persons that will make sad on personal, wages is very low 😣"
4.0,6 Feb 2017,Nice Working Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW13654755.htm,Assistant manager,"Current employee, more than 3 years",,,,Chennai,Nice Working Environment. Few helpful senior staffs who guide you in learning about the banking operations .,Shortage of staff and poor coordination between them.Have to work for longer time in order to meet targets.
5.0,2 Jul 2012,amzing professionalism dedicated approach and involvment,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1683198.htm,Senior manager,"Current employee, more than 10 years",beyond interest a concern over the entire issue and public causes in particular,too much conservatism  rigidity and lack of practical perspective,Show more,Madurai,,
2.0,1 Jan 2020,Fancy or prestigious feeling is a farcry in this job.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW31079633.htm,Probationary officer,Current employee,Experience will be useful and there are good opportunities.,"Place of posting, Timings, salary, ethics",Show more,,,
3.0,12 Sept 2021,Life depends on posting,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW52423751.htm,Manager,"Current employee, more than 8 years",A good branch/office will help you in maintaining a good work-life balance else it's hell.,"Work pressure, deadlines and unreasonable targets",Show more,"Malappuram, Kerala",,
5.0,5 Oct 2021,"good bank to grow with, provides job security and work life balance",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW53577138.htm,Bank officer,Former employee,,,,New Delhi,"Employee friendly organization, work culture is good, provides guidance through regular trainings",Fail to provide competitive tech products in comparison to other private banks
5.0,3 Nov 2012,very fine,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2106264.htm,Officer,"Current employee, more than 10 years",secure job and good atmosphere to work in canara bank,transfer policy of the bank is not good,Show more,Mangalore,,
3.0,9 Nov 2015,over all third class bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW8589585.htm,Marketing officer-consumer banking division,"Former employee, more than 10 years","Does not matter how hard worker you are, you must have back stabber",if you are big chamcha and yes man for management then only it is good bank,Show more,New Delhi,,
2.0,12 Jan 2018,Good Working Enviornment,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW18705064.htm,Anonymous employee,"Current employee, less than 1 year","1. Friendly Atmosphere
2. Well Managed HR Department","1. Heavy Workload
2. Late Sitting and Need to work during Holidays
3. Those Who Work Well and Fastly Get More Work and Others will get Promotion,increment,allowances etc...",Show more,,,
4.0,13 Apr 2017,good environment to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW14614321.htm,Assistant manager,"Current employee, less than 1 year",no targets..friendly people...good salary and incentives...,spending hoursin bank are little high..some times you need to do others  employees work too,Show more,"Aurangābād, Maharashtra",,
5.0,1 Aug 2018,Was a Probationary Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW21765631.htm,Assistant branch manager,"Former employee, more than 1 year","1.  Job Security
2. Less Pressure than other Public Sector Banks
3.  Good Postings
4. Helpful Colleagues","1. Low Salary in comparison to Others
2. Less Perks",Show more,New Delhi,,
3.0,5 Mar 2019,Good learning place,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW24996815.htm,Anonymous employee,"Former employee, more than 5 years","1. I joined as a fresher and learnt a lot
2. Can develop and as a full stack developer in no time",1. Not very excited to use new age technology,Show more,Bengaluru,,
5.0,2 May 2019,investment officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW25945889.htm,Mba finance,"Former contractor, more than 1 year",good growth as per career point of view you can learn many things,nothing to mention specifically.... it's good one to go with,Show more,Visakhapatnam,,
3.0,11 Jan 2017,salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW13283395.htm,Customer assistant,"Current employee, less than 1 year",,,,Bhopal,work pressure is less compared to other psb.. u can study for other exams.. also branches are well  equipped,promotion is not fast tracked.. no bonus.. learning opportunities are less
4.0,1 May 2018,Branch Incharge,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW20393079.htm,Manager,"Current employee, more than 5 years",,,,Shikohābād,"Govt Sector so Job Security, Recognition in the society, Opportunity to help the less fortunate","Low Pay and Difficult Postings, Growth is not based on merit but mostly on links and seniority."
2.0,26 Jun 2021,Good for non-ambitious and people involved with unions,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48934057.htm,Assistant manager,"Former employee, more than 1 year","1. Stable pay
2. Reasonable benefits
3. Customer-centric mindset","1. Poor work-life balance
2. Requirement of liaising with union/upper management for better posting and promotions
3. Not too much employee-centric",Show more,Bardhaman,,
2.0,7 Jul 2021,Politics and pressure,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW49466131.htm,Branch manager,"Current employee, more than 8 years","Salary is ok
Quarter Rent reimbursement is good","Too much work pressure
No fixed timing
Will be pressurised to come to the office even on weekends",Show more,,,
4.0,6 Aug 2021,Professional Environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW50773796.htm,Manager,Current employee,"Professional Environment
Nice people to work with
HO is in Bangalore
Hard Working Culture
Nice Weekend visiting location
Good Weather","Not so employee friendly
No specific policy for Specialist Officer
Posting in Bangalore only
Less option to work in hometown",Show more,Bengaluru,,
3.0,14 Aug 2012,Contented job for people who prefer not to take risk,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1843994.htm,Senior manager,"Current employee, more than 10 years","Public sector , secured job with no risks",Compensation not commensurate with the job,Show more,Madurai,,
4.0,14 Sept 2015,Great Institution,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW7948628.htm,Anonymous employee,Current employee,,,,Bengaluru,"Be a part of big canarite family, Pay and incentives at par with banking industry",Working Hours and nothing much more. The Banking industry comes with its own sets of committments.
5.0,4 Apr 2018,Knowledge enriching,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW20022238.htm,Manager,"Former employee, more than 1 year",,,,Bangalore Rural,"Colleagues r very helpful ,whether old or new ;will help you a lot to enrich your knowledge",I had not found any cons in the bank while I was here.
3.0,3 Jul 2019,"""Not a great place for career prospects""",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW27769188.htm,Deputy manager,"Former employee, more than 5 years",Very leisure work i.e. if you consider it to be a Positive,"Lethargic Management, Very Slow decision making process, Very low salary",Show more,Mumbai,,
5.0,26 Jan 2021,Very vast knowledge base,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW41418045.htm,Senior manager,"Former employee, more than 10 years","Good HR, Work life balance, Decent pay and perks, Job Security, Good no of leave, Excellent learning environment, great peer group",Mandatory rural posting for two years,Show more,Mumbai,,
5.0,21 Apr 2021,Canara Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45832821.htm,Window operator,"Current employee, more than 1 year","Good work ethics, lot of branches, wide service area","Lot of rush in counters, CBS software always giving trouble especially post merger",Show more,,,
3.0,30 Jun 2012,Working atmosphere,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1674726.htm,Officer,"Former employee, more than 10 years",Nationalized bank having network all over India,nothing specific but poor management in general,Show more,Coimbatore,,
3.0,2 Oct 2012,"good learning environment, good knowledge tasks",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2008825.htm,Credit analyst,"Former intern, less than 1 year",good exposure to all kinds of credits,"hierarchy drift, unwilling work doing employees",Show more,"Patna, Bihar",,
4.0,6 Nov 2012,Canara Bank & Me,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2112963.htm,Officer,"Former employee, more than 10 years","A leading public sector bank in the country, with a good workculture",Nothing at all. It is one of he best institutions,Show more,Chandigarh,,
5.0,14 Jun 2017,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW15469822.htm,Anonymous employee,Current employee,as good as any government bank job is. Good work culture,none i can think of. very good work culture,Show more,,,
4.0,19 Jun 2018,Experience Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW21104067.htm,Assistant general manager,"Former employee, more than 10 years",Good Exposure in various aspects of Banking Industry,Frequent transfers and delayed promotions,Show more,Chennai,,
3.0,9 Jun 2021,Forget home and peace,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48114841.htm,Officer,"Current employee, more than 3 years",Salary is good. Job is permanent,"Work Pressure. No work life balance. If you wish to take promotion, forget home and family.",Show more,Coimbatore,,
4.0,28 Jun 2014,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW4488353.htm,Manager,"Current employee, more than 10 years",Good work atmosphere. Sound policies.,Perks to officers is the minimum compared to other peers. No recognition to performers.,Show more,Bengaluru,,
4.0,5 Jan 2017,Great place to work for with some challenges,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW13206436.htm,Assistant manager,"Former employee, more than 3 years",,,,Mangalore,"Nice work environment, great prospects of learning and growth",Benefits are low in comparison with other Banks; Transfer along with promotion seems detrimental
4.0,15 Jan 2021,Overall good company but too much of follow up.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW40756978.htm,Manager,"Former employee, more than 5 years","Job security, House rent allowance","Work pressures, transfers is very frequent",Show more,"Jaipur, Rajasthan",,
4.0,13 Apr 2018,This is good to work here,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW20142052.htm,Anonymous intern,Former intern,"Very positive work environment, staff is very supportive .","There is target for operational staff too, difficult to achieve after office hours.",Show more,,,
4.0,4 Aug 2018,Good organisation to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW21807892.htm,Officer,"Former employee, more than 3 years","Good environment, good working culture, fantastic perquisites, good promotion opportunities, provide training at times, employee centric",Target pressure and long hours working,Show more,Madurai,,
